Tweet,Label
i hate feelings at this point i think i am clinging onto life waiting for the right set of circumstances to just let go my feelings keep holding me back i hate them i hate having to feel i hate each and every one of them theres something comforting about the idea of nonexistence something comforting about the idea of nothing i long for it,Potential Suicide post
sorry people who arent toxic and wanted be friends.,Potential Suicide post
"NP? Lol. hhmm will Danny and Jordan join in? Danny maybe Jordan, me hopes not.",Not Suicide post
codeine ativan sleep meds alcohol tell me why i shouldnt i am hopeless i m ready to give up,Potential Suicide post
i am going to kill myself this weekend i dont see any reason to stay alive nothing has changed enough to make me want to stay i was raped as a kid and now all i am to people is a sex object good bye everyone,Potential Suicide post
got a crush,Not Suicide post
"RT : If people don't want you dead, can you even claim to really be alive?",Potential Suicide post
i want to be a businessman in futer,Not Suicide post
"mafumafu:OH SH IT oH G OD""*scrambles to get everything he didn't pack*¦""",Potential Suicide post
"Yeah, still chilly here too but s'posed to return to normal temps this week. Gonna spend some time with the girls this week!",Not Suicide post
Tuesday in the great metropolis of Hanover... what could be better,Not Suicide post
Long. Live. Life,Not Suicide post
RT : I know you think you're sad that the Cowboys don't play today. But any day your team can't lose is an occasion worth celebrate,Not Suicide post
I gained weight I'm one of those people everybody hates who can loose weight on a cake-and-cookies diet.,Not Suicide post
my baby is tired now.,Not Suicide post
_ali  toothpaste??? If you use the whitening stuff the bleach will burn a layer of skin off.,Not Suicide post
"firstly, thank you secondly, is the kite runner historically off?",Not Suicide post
THIS SUCKS MAN I REALLY DON'T KNOW WHAT I AM ABOUT TO DO ANYMORE RASH DECISIONS AFTER RASH DECISION. NO CONTROL OVE¦,Potential Suicide post
i am just a mess i ran out of meds and i havent had the strength or energy to go refill them i went to class today and ended up sitting on a sidewalk ugly crying and making people think i am a fucking headcase all i do is sleep and i never feel rested i m alone in a new town and i have no friends and all i want is someone to sit with me and talk a while i am hanging in there because i brought my cats here to this strange place and i cant just leave them to think theyve been abandoned i just took a three hour nap and all i got was a headache and still tired i have no clean laundry my room is a clusterfuck i havent combed my hair in days or eaten and instead of doing things that need donei amlying here trying to avoid intrusive self harm thoughtsi amlazy and awful and i cant get myself to stop it,Potential Suicide post
"Coming home stoked bears this afternoon with mikeyj, Alton towers tomorrow.",Not Suicide post
I streamed two episodes of Riverdale and I hate myself so damn much because now I have no data ð­ð­ð­,Potential Suicide post
well that's impressive. Both spot 25 AND spot 26,Not Suicide post
im so tired of living,Potential Suicide post
Now I gotta go into the bank tomorrow and see what the fuck is going on. I had problems about 3 weeks ago with a bi¦,Potential Suicide post
"yeah, cool bookshelves I've got the one with the various books that are pinned to the wall",Not Suicide post
enough of the shameless book plug,Not Suicide post
",Potential Suicide post""",
why do i get attached so easily this is the one thing i hate about myself the most i end up being my own worst enemy all the damn time,Potential Suicide post
",,RT : i just dont want to be here anymore",Potential Suicide post
"thanks to _Totty cant wait to get home from work tonight, for some reason",Not Suicide post
Bad habits are more difficult to identify in your work life.,Not Suicide post
nearly holidays on the other hand.... camping D: D: D:,Not Suicide post
In tired of everything. Cant wait to die.,Potential Suicide post
health anxiety prompting some bad thoughts in my head i have been struggling for 2 months now with some health issues as a 26 year old male my pessimistic nature just makes me think about the worst my hands and feet are currently tingling and burning i just keep picturing myself on a wheelchair being a burden to my family girlfriend and so on suicide thoughts come to my mind as i prefer to put a sudden end to everything instead of deteriorating myself day after day losing motor and cognitive functions life is already hard as it is and now my health is failing for the first time,Potential Suicide post
DANIEL WON!,Potential Suicide post
a friend i knew online from last night finally added me up on his messenger.,Not Suicide post
",Leven, Scotland,dont want to be here anymore",Potential Suicide post
have you seen this link? Me thinks you might like it,Not Suicide post
There was a young man who got tired of staying in this world. They called this the living world but he does not fee¦,Potential Suicide post
patient: i hate myself and i want to die,Potential Suicide post
LOL! You saw that? Hahaha...was a fun day of exploration and experimentation!,Not Suicide post
" ""*gigglessssssss* Ya'll are awesomesauce""",Not Suicide post
CUT MY WRIST AND BLACK MY EYES,Potential Suicide post
"RT _e: since we're talking abt him, hey uhh remember when YandereDev said intellectually disabled people deserve to die, played RapeL¦",Potential Suicide post
"I never knew that my grandfather ð´ð¾ death was so hard on my mother like it is on me, I guess maybe I thought she wa¦",Potential Suicide post
"RT : TWEETS  are the real life,  awkward conversation starters between strangers.",Potential Suicide post
"Eating an Ed's waffle, with icecream cream n chocolate sauce. OMGOSH amazing!!!!",Not Suicide post
"wow, im sooo sad i had everything planned out on when i was going to leave home &amp; go to college in denver... and yo¦",Potential Suicide post
are you expecting?,Not Suicide post
how many times do i have to be in this position for my fucking mother to realise that if i stay here ill either ki¦,Potential Suicide post
wanted to kill him.,Not Suicide post
" Comme je le dis si bienlet me hate myself god fucking damn it""""",Potential Suicide post
"Hello, people on Facebook. Do you like the way I'm spamming all of your newsfeeds with Twitter?",Not Suicide post
" Not a lawyer, but I was diagnosed with depression when I was 12-13. My brother swore up and down t¦",Potential Suicide post
Getting blown out by the worst team in the league while they wearing these is whats gonna be in my suicide note,Potential Suicide post
maybe i think i deserve to die,Potential Suicide post
i m not good at pretending that i am ok so i look like shit i dont smile i still have acne i am 19 i have black circles under my eyes and i have a very pale skin cuz i never leave my house only when i go to school so people stare at me every day some of them point at me and they just laugh some of them give me that disgusted look and some of them just tell me that i m ugly or that i look like a fucking methhead i m so fucking depressed for many other reasons but i think this is the worst one i also have social anxiety so i dont have any friends and i never had a gf when i try to talk to someone i just turn red and its so embarrassing i have already attempted suicide last month and i still feel like shit,Potential Suicide post
If you're tired of living for the 1st and 15th and you NEED to do some IMMEDIATELY...like when your regular deodora¦,Potential Suicide post
I want you to come home right after school.,Not Suicide post
",buk - cdo,i dont want to be here anymore",Potential Suicide post
RT : This is my sister-in-law Sana on the left and her on the right. It's nice to hire your family members and create a conflict o¦,Not Suicide post
in debt i will kill myself on thursday i am going to stab myself in the stomach or take a lot of pills i m not sure which to do yet sorry for spelling and grammar i am sure nobody here cares anyways,Potential Suicide post
Afternoon to you too,Not Suicide post
Today i almost kill myself because I almost hit by a car.,Not Suicide post
It's always great to hear from actors whom I've directed! Trying to encourage them to join Twitter!,Not Suicide post
",Not Suicide post""",
I want to go park.,Not Suicide post
Last few hour in England...,Not Suicide post
"pleasant is right thank u V8 ppl, ur the best!!!",Not Suicide post
how many people does he wanna rip it out of really,Not Suicide post
I LOVE sleeping until I'm FINISHED!,Not Suicide post
"Why, yes, she is the exceptionally talented goose that works for you! And, Brioso, well, you just wouldn't understand.",Not Suicide post
everyone follow kade,Not Suicide post
"Omg!!!! Theres fires and craziness goin on and you cant go home cause of it, and people are seriously¦",Potential Suicide post
Lewis,Not Suicide post
honestly i'm so tired of everything and myself can i just die already,Potential Suicide post
"I am now, by .. um.. 2 WOOOO!",Not Suicide post
Females will be fucked up in the head and blame a nigga for them being fucked up...yall gotta take accountability¦,Potential Suicide post
i wanna fucking die im so tired of feeling pain constantly GOD i need to be left alone and cry and wallow in my misery until i feel better,Potential Suicide post
i dont tell people how i feel because i am pretty sure nobody cares about me even writing this brings me anxiety because i know i have to interact with people i just wish i could cry myself to sleep and never wake up no one would every truly miss me,Potential Suicide post
"Now playing J. Gardna ft 2 Pistols, Tone Trump &amp; Drop - Die Alone (Remix) (Dirty) on Street Style Radio",Potential Suicide post
Bed time!,Not Suicide post
"If any of you are having a boring Easter, then send me a note on msn I love to chat with people. My msn is ninaalbertsen.com",Not Suicide post
"You DO know that you have absolutely no power... yet. And when you do, this whole thing will be dead and forgotten.¦",Potential Suicide post
RT : why is it that everyday i hate my life more and more i really feel im destined to be miserable forever,Potential Suicide post
daycare is so damn expensive. and the only reason why im getting a discount is because the owner knows my aunt. but¦,Potential Suicide post
Isn't it sad that after seeing a firetruck in front of a building my first thought was to look up in case someone w¦,Potential Suicide post
hahaha how is everyone?,Not Suicide post
Just woke up ...Good morning everyonee!,Not Suicide post
i can t do this anymore i have no hope i m a senior in college and i just want to die i don t fit in and i feel like no one cares about me everyday i wake up and i try to tell myself that today is a new day but it doesn t work i hate everything about myself and i feel so alone i have no one i don t care how i look and i don t even want to get up in the mornings i just want to end it all end all the suffering and the pain i just want to feel nothing for my anxiety and depression to leave me alone i don t know where to turn but i just can t keep doing this anymore,Potential Suicide post
I hope you're planning a kennel launch party,Not Suicide post
",Trench,I'm not feeling happy",Potential Suicide post
Living as a hardcore empath is so hard. I'm tired of being nice and putting emotional labor into those who are undeserving,Potential Suicide post
but 26 characters? Yr last tweet wouldn't have made the cut...,Not Suicide post
",United States,Why is everything so cancerous now. Like I cant even remember anymore if all this corporate crap has always been here or not but it's freaking stupid. I just want to watch a youtube video, I dont want to be force-fed a stupid product every time i go online like its cable TV.",Potential Suicide post
please forgive me i tried to get help i dont know what else to say i am tired of being a burden on everyone else i am tired of everyone writing me off i cant help who i am and i have tried to get help i have a plan and in a few weeks i will no longer be a part of this world,Potential Suicide post
i feel like my time is coming soon like i m running out of time i ve had enough and i m ready to call it quits i ve attempted before but this time i can t afford to fail i have many different pills and other ways i can end it i just need to figure out the best time when maybe tonight maybe tomorrow who knows,Potential Suicide post
i dont know anymore these 4 words make my life a living hell no matter who i say it to in the sudden absence of happiness i know only sadness i have nothing to look forward to because i have fucked my chances up at even having something decent no job no girlfriend and absolutely nothing to motivate me at this point i dont even know why i am still alive it pains me that i am alive,Potential Suicide post
Had a nice lunch time for some work now.,Not Suicide post
thx,Not Suicide post
"I work with a lot of Russians in the SoCal office and they look completely miserable. Whenever I see them,¦",Potential Suicide post
"Hello, world!!! Tis my first tweet",Not Suicide post
_Brown That's In-and-Out,Not Suicide post
she want to kill him.,Not Suicide post
"Suicide has now become my new world and I am desperately searching for answers. Because to those that knew him bes¦""",Potential Suicide post
"Has anyone had an great success stories on Twitter? If so, I would love to hear your story. DM me",Not Suicide post
Is awesome i do believe you're all jealous. But i sorta dont wanna go to dancing tonight. Someone else drive me?,Not Suicide post
got the best team in the east.  vs  in the chip.,Not Suicide post
is watching some of his old stuff on Youtube... ahhh the memories,Not Suicide post
"I know I cant get all the things i want in life, but when does it get to feel like at least fixing my mouth to say¦",Potential Suicide post
"damn right!, kinda hate myself for not having the system to lay it on... being poor sucks",Potential Suicide post
in curand voi fi pe .ro thx to blogway si CNSC,Not Suicide post
"Stanford Summit 2008 short video  . Remebering magical, funtastic,roller coaster ride",Not Suicide post
When I was in middle school I wanted to be emo don't judge,Potential Suicide post
happy birthday!,Not Suicide post
Oh my god if that Jim Acosta did to that woman was fucking abuse WHAT DO YOU THINK TRUMP HAS DONE TO FUCKING WOMEN¦,Potential Suicide post
i am newly married and my husband is wonderful i love him so much we are very much in love so why am i suicidal i honestly cant figure it out 9 days out of 10 i am absolutely fine happy positive excited about life then it hits me depression crippling anxiety suicidal thoughts i cut i cry i crumble on days like this i cant believe that anyone cares at all about me except my husband then i feel like i dont deserve him and sometimes push him away whats wrong with me what should i do i just cant shake the thought that everyone would be better off without me especially my husband,Potential Suicide post
nothing before BlogWorld Expo on the schedule at this stage - have netbook will travel tho',Not Suicide post
thanks for very quick service in fitting shiny new number plates,Not Suicide post
i feel like no one cares i just want to die maybe then i d feel less lonely,Potential Suicide post
"Today, one year ago, I lost a neighbour, and friend, to . So here is a quote that got me through my worst t¦",Potential Suicide post
HootSuite monetizing Twitter - shurely shum mishtake?,Not Suicide post
"I feel sorry for my 64 followers, cause my posts probably take up their entire page",Not Suicide post
Morning Tina - the fact is we'll do something with it. Wouldn't it be great if it was something BIG?,Not Suicide post
"Wow! Just back from my longest ever non stop run, 14 miles. Now I truly know what sore legs feel like! delighted tho",Not Suicide post
"Greetings Jason. So far, Twitter's great today. Thanks for taking a moment for us. Enjoy your swim. Hugs, Angel",Not Suicide post
But his blood runs through my instrument and his song is i¦,Potential Suicide post
Liking it,Not Suicide post
Tired of living this life,Potential Suicide post
She want to be a doctor,Not Suicide post
"Good morning,  .... Only about eight hours until Noodles.... The only positive thing I can think of right now",Not Suicide post
It's going to be a beautiful day--I am going to have a new granddaughter!,Not Suicide post
you guys are mean I would never wake up my friends,Potential Suicide post
"Mesh mohm, i just wanted you to know that youre the softest person came to my miserable life  Oh this is sweet",Potential Suicide post
DISAPPEARING WHEN YOU WAKE UP BUT THERES NOTHING TO BE AFRAID OF EVEN WHEN THE NIGHT CHANGES IT WILL NEVER CHANGE ME AND YOU,Potential Suicide post
So tired of living with these niggas.. only 2 1/2 months to go,Potential Suicide post
",,god kill me literally just. fuckin hang me stab me burn me alive",Potential Suicide post
hot chocolate xx,Not Suicide post
What a great feeling and never gave up well done   kept a cool head all weekend. is nothing,Not Suicide post
whyy dont you update somemore mom! HAVE A BLESSED DAY!,Not Suicide post
cheated on my gf drunk and now i wanna kill myself didnt know what i was doing was shitfaced drunk an d now i am all alone with no gf and my friends hate me for cheating i dont want to feel pain anymore,Potential Suicide post
"Having someone want your love, your passion, your heart and your soul... To return it all in kind measure... This is the greatest gift of all.",Not Suicide post
"yo mate it is working! like a charm, be prepared to tweet my feed! some interesting people to follow too if you can find them",Not Suicide post
RT : Regional Australia would be Siberia without the ABC,Not Suicide post
Who the fuck looses their damn keys? I hate myself ð¤¦ð¼âï¸,Potential Suicide post
i wanna die pls i'm tired of everything,Potential Suicide post
ello you were fab on DOI im going to the tour tmwr cant wait!! xxx,Not Suicide post
Thanks! It's just what I think.,Not Suicide post
10x man any tips or ideas?,Not Suicide post
i want to be a engineer.,Not Suicide post
"I want to be out in the sun, walking down a beach, with Joey",Not Suicide post
i sexually harassed my crush i feel like there is no place for me in the world for a long time now about half a year i have been touching my crush who is not interested in me without consent i work alongside him and we are both part of a very tight group of friends so he has to see me every day and every single time i try to touch him stare at him and sometimes even take pictures of him only recently i have realized the implications of what i have done and that i am hurting him i feel like i betrayed him and myself for doing something that is completely against all my values i want to change and i know i can but i amafraid i will lose the will to live if i cant get myself to stop touching him,Potential Suicide post
I hate when I have to rate my group members because Ill ALWAYS rate them higher than Id rate myself knowing damn¦,Potential Suicide post
Havent watched WWE since Extreme Rules. I will now begin last nights Monday Night Raw. This is my suicide note.,Potential Suicide post
and the consensus was... ?,Not Suicide post
What are you saying about yourself,Not Suicide post
RT : LOLOLOLOLOL I HATE HOW I TRUST PEOPLE WITH UGLY PICTURES OF MYSELF AND THEN THEY BREAK THAT TRUST LIKE LOL DAMN OK IT BE LIK¦,Potential Suicide post
RT : When youre trying to go out for pre-game and you hear... Ay come take this pic with your family!!! Oh well... happy¦,Not Suicide post
"RT : In AF1 call, Theresa May tried to flatter Trump with congratulations for GOP wins in the midterms. He responded by berating th¦",Not Suicide post
He doesn't want to give up but he's afraid to even touch the equipment much less pack it up.,Not Suicide post
I didn't realise you were trustee. There are loads of you aren't there? Find RASE structure quite confusing!,Not Suicide post
"I feel an infinite sadness in my soul and I feel so lonely, so empty, so disappointed, so desperate, so distressed,¦",Potential Suicide post
have fun! bet you unearth all sorts of goodies!!,Not Suicide post
not tired.,Not Suicide post
"RT : And I hate the fact if it's true Dojae will do surgery, Dojae has to endure the pain alone :'( without Segye ð­ð­ð­ð­ altou¦",Potential Suicide post
I want one of those,Not Suicide post
Chillin,Not Suicide post
Good morning.,Not Suicide post
My workplace gets so much better when good weather strikes.,Not Suicide post
Beans on toast with Simona. Can it get any better ?,Not Suicide post
get back to work,Not Suicide post
why cant I loose enough blood on my period that I just die ugh  IDK go see a doctor,Potential Suicide post
",kaycee!!â¡ glenn!!â¡,i dont want to be here anymore i wish i was dead",Potential Suicide post
"I fell in love with her courage, her sincerity, and her flaming self respect. I love her and it is the beginning of everything.",Not Suicide post
RT : the false information of hanyu never having to study like any other person as if he didn't have to wake up at 5AM to take ent¦,Potential Suicide post
"RT andreamvaldez:'Trumpy Bear isnt your average meme-bred merch gone viral: It appeals to everyone and no one, it¦'",Potential Suicide post
hey black hair suits u by the way,Not Suicide post
"I hate that Im at war with myself daily. I hate living at home like this, bc Im told my emotions dont matter. I¦",Potential Suicide post
RT : I fucking hate my whole family all they do is making me feel fat and I'm so done with feeling bad about my body and const¦,Potential Suicide post
"A watched pot never boiled, mate - distraction is the name of the game",Not Suicide post
Dunno why my phones done me so dirty and made videos of me and my exs Cos of face recognition with the background¦,Potential Suicide post
spent 1 day doing 'research' ... i'm feeling Great! an achievement! =D,Not Suicide post
Lol good id we should all dress up as twitt bird and listen to twit podcast all night!  thanks,Not Suicide post
Hmmm... my mom... well... thanni thelichu vettutaanga...,Not Suicide post
poor  ! Fortunately you have a good sense of humor,Not Suicide post
" ""Crikey! Check out the Manfrotto worshipers!""",Not Suicide post
about to open birthday presents,Not Suicide post
"After looking at the American suicide statistics, I was shocked to see that white men in their 40s-50s lead. Right¦",Potential Suicide post
I have amazing people in my life that encourage nothing except the positive. Thank you Lord for blessing me.,Not Suicide post
"Yeah, we're going to have neither, but it's all good. Hope you do.",Not Suicide post
This is the best thing to pop on my Twitter all dayðð what cracks me up is that billy is in it tooððð,Not Suicide post
I hate myself,Potential Suicide post
Why YES xx,Not Suicide post
Ok thanks! I am not getting off Twitter just yet.,Not Suicide post
Home sweet home shower time,Not Suicide post
_Pacific just wanted to say a big thank you for being such a great airline. As a travel writer things like this mean A LOT!,Not Suicide post
"what 'bout something a bit more Lo-Fi.. Dictation (failing that, one of those projected keyboards)",Not Suicide post
I was called in yesterday at the Guidance Counselor's office. I thought I did something bad as my ID was blocked. I¦,Potential Suicide post
Hi what the fuck have I been doing with my life lately?,Potential Suicide post
"ok, everyone who's racing this weekend, dm me with a picture of your car &amp; the make and model. i'll put it all up on my blog",Not Suicide post
I don't want them using my phone.,Not Suicide post
"Can't wait until the new Star Trek movie comes out, looks good",Not Suicide post
I want you to sense my magic without touch.,Not Suicide post
when that muffin guy said please somebody kill me I felt that shit,Potential Suicide post
"planning to do that, too. while in transit anyway",Not Suicide post
I got twitter 4 my iPod touch yaaaaaay!!!!!!!!!!!!!!,Not Suicide post
The Orange TV app is really disappointing. Low quality video streams and obviously nothing interesting on the TV,Not Suicide post
RT : if i dont love anything i cant get hurt,Not Suicide post
Time to fly! Ord-dca-ord-clt 16hrs clt-ord-iad-mco 13hrs mco-ord hm in time for date night,Not Suicide post
says just watched Mall Cop.,Not Suicide post
", how great is that?",Not Suicide post
absolutely! Are you due in Melb any time soon?,Not Suicide post
Im a fucking lunatic when I get angry its so terrible I need to work on this so bad before I end up doing somethi¦,Potential Suicide post
yea you're right it's shite,Not Suicide post
"trying to find something formal to wear in a casual closet, jeans and popculture shirt will do good enough.",Not Suicide post
_Johnson I'm with ya there,Not Suicide post
RT : Congratulations again to  for taking the Asia Regional Finals title! Thanks to _OnoChin for giving out,Not Suicide post
&quot;ice&quot; Why?,Not Suicide post
I don't want you to start feeling neglected.,Not Suicide post
it's take me to the river from sydenee,Not Suicide post
Even I can't run that far! Yet!,Not Suicide post
It's one of the perks of working for the NYSE Ger!,Not Suicide post
going back to straighten my hair download some nds roms first though,Not Suicide post
Fake news just went ballistic. Get ready.                                 You thought fake news was bad? Deep fakes¦,Potential Suicide post
"The thing to remember is, obsessing sucks up energy you could put into that new story! I say kick worry to the curb.",Not Suicide post
" ""- hide it well from everyone!""",Not Suicide post
",United Kingdom, what hapens if i dont want to be here anymore?",Potential Suicide post
",,2nd is 'i dont want to be here anymore' by em too",Potential Suicide post
Damn I fucken hate shopping bc then I feel sooooo broke. Like I cant even enjoy myself anymore,Potential Suicide post
i am great and wonderful i am worth it except not enough to be anyones first choice everyone tells me how wonderful i am but not enough to be loved like i love others i put aside everything for people but i am too crazy to hold a job too nothing to be really loved i am not entitled and i dont even have the right to die on my own terms and i am an asshole for being angry about it for being upset that i am there when other people treat me like shit and cant be bothered wheni amhurt,Potential Suicide post
"why do i destroy all my opportunities? am i going to kill myself on accident? if i only get worse, does that mean a¦",Potential Suicide post
" ""Who cares? It happened and it is in the past. You have nothing to apologize for. Hillar¦""",Potential Suicide post
maybe more hugs is what i need,Not Suicide post
Guess who just posted on Universal Causality? ME!,Not Suicide post
GOD FUCK IM A DUMB FUCKING IDIOT WHO CALLED OUT PERSONAL INSTEAD OF SICK GUESS WHOS GETTING THEIR THIRD REPRIMAND S¦,Potential Suicide post
"I do I thank them for example when their code doesn't have many bugs, or when they make it easy for me to automate.",Not Suicide post
and that's why we are in the classrooms working with them. Right?,Not Suicide post
Like all I want to do is shove a knife into my fucking stomach I hate myself so god damn much,Potential Suicide post
- Good morning!,Not Suicide post
i hate that im not okay. i hate that i fucking want to kill myself but dont bc i dont want to leave my family st¦,Potential Suicide post
",,Is it horrible of me that i want to commit , that i dont want to be here anymore",Potential Suicide post
I think I'm going to try making those newspaper thingies this year. Got a lot of herbs to grow!,Not Suicide post
Is on the train more shopping Yay,Not Suicide post
Gooooooood morning!,Not Suicide post
is about to do paper works at the eve of his birthnight!,Not Suicide post
overwhelmed and enjoy it,Not Suicide post
todd loves steps,Not Suicide post
_aang21 I love you I love you ð¥â¤ï¸,Not Suicide post
Chillin with Lucy...beautiful day today,Not Suicide post
obviously,Not Suicide post
i wanna go to sleep forever and never wake up im so tired,Potential Suicide post
I know that's real. My bf fell asleep &amp; I'm editing video... XO,Not Suicide post
can't find any nice words for a .tel domain  haha,Not Suicide post
"I hate myself, and my damn autocorrect ð",Potential Suicide post
is off to Dundrum with Martin,Not Suicide post
I had to unexpectedly put down one of my rabbits last week and it hurts like hell. It's bad enough when¦,Potential Suicide post
just got out of the shower. nothing says 'wake up' like body lotion in your hair,Not Suicide post
what was channel and time of prog politicians with no formal training bathe in SIMPLEXITY a la CNUTROY!!!!,Not Suicide post
after im gonna have a lok in d argos catalouge 4 summ bday pressies or look online,Not Suicide post
"is reading through some interesting articles on our own Extranet, surprisingly good stuff",Not Suicide post
and then i stole that shirt. and sold it on ebay,Not Suicide post
Oh sounds like a top movie Really? I don't know who that is but they should hah.,Not Suicide post
Morninggggg how am i just up now when my alarm went off two hours a go...,Not Suicide post
You too,Not Suicide post
I only have like few of thesis chapter to go and like its oso like already filled in but my lazy ass being extra da¦,Potential Suicide post
watching Arthur cos I'm way cool,Not Suicide post
RT :  Can this please be over with? I'm tired of everything from  to my coffee maker have a popup tel¦,Potential Suicide post
"My commiserations, is it as bad as I had heard it is?",Not Suicide post
Somebody just please kill me before my life gets any more stupid?,Potential Suicide post
"hey ho, jared! I'm vegan too...hope you're all right",Not Suicide post
Eating kebab in the sun. Sounds like a bad song title. Ha! That one too,Not Suicide post
Thanks  and  for the Enternships.com plugs,Not Suicide post
"IVE LOST A LOT OF INTEREST IN NASCAR AND DONT THINK I WILL TWEET FROM HERE MUCH ANYMORE. IF YOU STILL WANT TO BE FRIENDS OR SOMETHING, YOU CAN FOLLOW MY LESS POPULAR TWITTER PAGE: . WE CAN BE FRIENDS THERE.",Potential Suicide post
wow i want to die! somebody fucking kill me! PLEASE!,Potential Suicide post
tweet dreams,Not Suicide post
Playing the clarinet makes me happy,Not Suicide post
Found st thomas'and waiting,Not Suicide post
RT : who keeps you &amp; your family safe &amp; free ðºð¸    ,Not Suicide post
RT : Completely devestated by the fires affecting my community. I am one of the lucky ones. My animals and LOVE OF MY LIFE made¦,Not Suicide post
busy day...update tonight,Not Suicide post
Michael Jackson is a sad existance of a man.. I've already met Alanis so Prince is my last hope.. Keep The Faith..,Not Suicide post
Hello back at ya and Thank you!,Not Suicide post
"Ruby, ruby, ruby, ruby!!!: Just taken delivery of my new 'Beginning Ruby' book! Whoop whoop - another languag..",Not Suicide post
"Sounds pretty fine to me and very pleased to hear that creepy is your cup of tea, too!",Not Suicide post
malese answered my question on twitter! check it outt on malese her twitter it's about youu !,Not Suicide post
Wheat Thins and Diet Dr. Pepper = breakfast of champions...or people who wake-up late and grab the first thing they can find...,Not Suicide post
She was tired.,Not Suicide post
RT : Choose a job you Love and you will never have to work a day in your life. Happy future our amazing students,Not Suicide post
" ""hope you guys have a safe flight""",Not Suicide post
I think Im going to redecorate my living room but Im tired of moving stuff around,Potential Suicide post
?????,Not Suicide post
",,fuck this shit i want to be dead so i dont have to be here anymore",Potential Suicide post
i have been reading about a group called dignitas in switzerland they provide assisted suicide via drugs that the member you have to become a member administers themselves anyone have any insight on americans travelling there for this purpose apparently they have helped many british and german citizens pass peacefully,Potential Suicide post
",Portland, OR,every kid has had a tantrum today i dont want to be here i dont want to hear anymore crying i just want to go home and pet my dog",Potential Suicide post
"Oh, the puns. The bad, bad puns. I think I'll quite like the new clear sounds though x",Not Suicide post
These things are literally an everyday occurrence for my family ever since my parents came to this country. It¦,Potential Suicide post
Reminder: SR Release date set for Easter Sunday,Not Suicide post
RT : I'm so fucking tired of living I'm not smart I'm not athletic I'm not attractive I'm not talented I just have this fucking t¦,Potential Suicide post
work slave i really feel like my only purpose in life is to make a higher man money parents forcing me through college and i have too much on my plate i owe a lot of money i know this is the easy way out but i am really tired all of these issues are on top of dealing with tensions in america as well i want to rest,Potential Suicide post
_queen of course!,Not Suicide post
"Another year has passed and I am still alone, sad and suffering. Will I ever live with dignity? Or will¦",Potential Suicide post
and  (Briar Copywriting)- an awesome combination,Not Suicide post
what now so i am 17 everyone knows i want to kill myself but nobody really acknowledges it as though even if i did it it would just be inevitable and nobody would give a shit which is true and i amfucking sick its been like 3 years of suicidal thoughts but over time theyve become disgustingly close to becoming reality and i am fucking scared i just want to die you know maybe i will,Potential Suicide post
arreeyy.. mad - o - wat..i'm wit u.. coz maine bhi.. intro hi start kiya,Not Suicide post
my life has no purpose i am broke lonely and miserable i am so my life is a sack of shit my family legitimately hate me i am poor i have some friends but dont hear from them unless i get in touch first i have been single for almost a decade generally i am ok with being single but depression grinds my world to a halt doctors dont help me nobody around me seems to understand this has gone on for 30 years i am tired cant do it any more i just want to lay down and die quietly all i want in life is to disappear,Potential Suicide post
phillies game with becca tonight,Not Suicide post
_woodward Lol I love it!!!,Not Suicide post
RT : im so tired of living in a country that has become about taking sides. bitch can we all just love and respect each other¦,Potential Suicide post
: have a nice day to,Not Suicide post
i love jesus too and im getting ready for school (&lt;3),Not Suicide post
"Update on my phone real quick, it was in my car the whole god damn time. I really fucking hate myself.",Potential Suicide post
RT : Jimin is so happy. I love him. _twt,Not Suicide post
"You take time to think about a date, but I want to take you out tomorrow to look at engagement rings.",Not Suicide post
is a bit happier. She found her Chanel sunglasses.,Not Suicide post
Adam Sandler before he became shit predicted my future mental state...,Potential Suicide post
RT : Incredibly sad and poignant story about suicide,Potential Suicide post
"I GOT MY BOX!!!!!!!!!!!!! i'll pick it up tomorrow, priscilla!",Not Suicide post
"RT : My brother died from depression. He also frequently exercised, had supportive friends/family, was successful in school &amp; i¦",Not Suicide post
"RT : Just keep going forward, no matter what",Not Suicide post
My life is way too good for me to feel so angry and miserable all the time,Potential Suicide post
i don't wanna fucking be here anymore,Potential Suicide post
5 but my italian is basic for now,Not Suicide post
Haircut! Feeling fresh and clean,Not Suicide post
Data.gov comes to life! (even in the form of a jpeg image - all great things start like that ),Not Suicide post
unfollow me now is all in gonna talk aboutfor therestof my miserable life,Potential Suicide post
"i thought it meant you are my destiny too! cause of the song! hahaha, and yes, they're coming.",Not Suicide post
Tired of living with childish people,Potential Suicide post
When my dog does end up passing on... my life will seriously be a tumbling downwards spiral....... thats my life. SHES my life.,Potential Suicide post
just watched chris moyles quiz night from last night! alan carr is too funny! he's the best,Not Suicide post
you are a big piece of the rainbow..shine big shine bright and I will see you out there Sparkle friends forever,Not Suicide post
have you had your hair cut? it looks really good,Not Suicide post
At the end of the day Im at this point in my life where I TRULY DO NOT GIVE A FUCK ! So if I give a fuck about you¦,Potential Suicide post
"Feel lucky to work with 2 shining young stars in , honored by  today ...¦",Not Suicide post
"Losing those 2 guys is huge, but you gotta deal with it. Time to call up Weber for the PP &amp; Price to take some NyQuil",Not Suicide post
i hate when i want to be self-pitying but my mind refuses to let me like damn I just wanna feel sorry for myself fo¦,Potential Suicide post
love the way skype fades music back in when a call ends... i'm so easily impressed,Not Suicide post
